Id,SalePrice
2658,145834.06887140783
2718,159292.69290549235
2414,221111.98803181844
1989,109523.11498408989
625,183407.443710451
333,77424.29865092649
1327,105216.68517457256
858,151668.36197153918
95,174458.86316431724
1568,164896.00574177498
2482,148023.13899677334
1364,127383.39581438943
2584,143944.1586464947
818,269835.2709632345
2673,149875.8030393744
2089,123058.26134275644
1297,146039.7707005169
790,110410.0155081339
2616,186079.31320170575
720,172752.10722378787
222,163949.36003278286
557,114905.91930640867
1148,182090.42070020523
2766,170883.36249678396
534,182616.66359452513
1452,129199.14407754372
630,112596.87027218218
2648,124181.0819482718
125,158943.10691430158
1904,58907.08694346242
1670,100320.05312404314
756,91360.17235935986
717,233400.51901842476
1032,159097.7541162722
852,213578.12742691982
1731,176573.18863220979
2639,120404.82620492319
2071,78724.38034378279
1267,115086.340501282
1851,198148.16201767474
567,167113.00774843682
2439,202482.52849938915
1898,153236.9378452427
647,151739.88894767466
2256,208146.55356782617
979,92560.98718163464
1444,218244.54733968352
2485,125326.21795589983
157,134710.957645987
88,122865.77999613102
2003,108448.62379747714
186,204439.86754847283
1425,248712.9301241808
2695,135322.10567669082
738,96504.02889196663
395,161917.96771810885
1353,154502.89882555165
1878,132256.68127112815
390,151228.50898534706
1456,228635.91011472582
1103,330045.08440175373
1387,138556.75833924353
2070,138333.46580968876
1199,158907.2152244159
2479,175735.48632922588
501,338350.7764833025
2362,92960.87802662334
1718,223650.7418172108
2188,109600.9504469828
1483,157448.5168756843
2557,91491.58253269312
437,354603.0507472323
2224,218647.95370140532
1628,159043.54311326914
397,138085.1567680584
587,193163.3206943555
2182,530119.7564876843
971,137585.11267670462
2611,141208.66353754915
1887,105925.64619924268
2399,375453.6807805175
2148,192140.58731349802
304,137753.43103535144
1997,136841.09454194814
2817,91240.11751939883
1431,212585.44273858966
427,334952.48414343223
263,119655.77493871676
598,177875.916399254
2895,231784.8602840055
687,133032.3695955071
1822,136174.0032557862
2191,105027.30832818503
179,106556.39989566966
1009,230346.8371961498
2010,132201.86962998952
1991,129066.12249396343
1411,201361.83547680997
1721,226481.37728639157
1144,193092.67363447062
593,210455.20712321228
575,299837.84297203284
1249,162887.70338753934
1604,122703.66373434651
1064,490198.0258255978
1923,150641.65176310216
1988,113967.7889621917
2325,166965.11803566266
114,198350.03068128505
2700,179600.34195801194
217,99209.18407320826
343,178516.1174071636
386,214011.37293599983
2005,114629.95107441464
2908,133325.31352780954
1814,226333.10369506775
2446,499583.0675326591
208,122381.76517148777
1679,93958.18872432671
822,316313.9996057728
6,189070.97255650692
1781,385000.80508087843
2397,316009.0823904185
2340,303351.29066551273
1618,165053.75949683608
2843,139890.61462458584
1061,370880.5468566377
2786,124065.02966178933
1935,140547.05637769777
1341,113232.32605763894
521,267407.9440216294
2136,133535.48525394118
996,208149.0788928704
227,130739.91855821799
135,170360.13923129614
1167,154351.7044918157
294,228740.50383028836
1776,205021.6143309414
540,167065.5564519938
1717,228512.4333688597
2303,137313.97977031438
116,188958.48290157688
127,148064.1345690417
1371,134763.54064352036
1014,142726.0436683725
1507,132346.15434948547
702,122430.71711499084
750,154795.95360678938
261,141617.34827518952
1559,60090.68720355499
577,227353.98995821126
2812,188989.05636407112
2080,160924.19277063862
1368,120912.89492395893
2376,119367.75256945578
659,127176.43062073216
1235,135621.56981340586
332,72339.62269578513
1917,148813.5354881199
2094,246332.43071085645
1460,262175.2032569288
1471,220575.17030378402
1509,123850.93910307423
1922,128268.30836354004
433,460220.6060504468
460,251600.87714146706
1116,244342.48389094463
1137,162196.97465638586
53,165878.1420652195
2354,274989.85629900737
1475,194252.7131516366
1761,513613.1864086553
842,134028.74588896742
2739,180974.40061968073
2509,151963.24735504185
1007,199873.14079182397
2610,191254.24635978273
1952,91331.04608963641
2719,161743.42950260395
2921,71504.42501522052
1966,156555.44795897655
292,101153.76479921056
1204,177510.796036124
1829,268163.2408713058
2419,188033.01452076904
391,145427.3322285016
798,107228.41010195449
481,196839.30191364913
193,203200.77596985895
555,118636.01711867328
899,54446.08779723785
2357,180841.0338655489
328,133744.10282048918
1356,114173.5073235769
1154,109340.81733265767
1730,183172.34960074114
2249,170701.97271640098
1119,287117.88160723133
2856,146078.65511463227
1394,123006.45676175003
2587,107737.00747150552
61,327750.15418693784
2661,168300.8985797345
2711,133229.26704389523
1147,171972.19779860746
757,120773.14424797174
2623,116972.45928297658
2378,136614.27306115913
1413,139463.38268041593
1722,215857.08883136726
1112,215208.18903122024
1623,191006.36561930712
1201,197941.6152521919
1513,111974.17312523701
957,367779.65052036056
1171,245084.27521927963
1145,193384.62002831238
2726,226511.64785694174
703,151066.95853829876
760,112294.8672252215
1964,168082.74631272716
2512,177332.62258675625
159,141845.88519185825
1281,159383.42418399613
468,195243.7548209683
290,128128.19695711572
665,106559.71357506007
1463,252542.151327113
1792,228434.8042327337
923,159639.71413139874
500,296266.932651327
1408,123703.75578965229
331,92131.38139732076
170,132963.8799387058
2192,103618.16283158118
2571,305727.0767518873
2314,169657.66662972176
2647,85536.83783811459
422,436617.34579053964
2457,358217.3200201185
1838,183840.23429732487
2805,256268.27673201487
1645,157782.57262504194
1711,308683.380318638
2825,247406.21879558644
322,336345.3509694623
2103,268589.3773034315
342,115245.04333846722
600,129327.40503734686
