Id,SalePrice
2658,162270.01932350037
2718,184186.10071925557
2414,196020.0520003066
1989,148526.44381614262
625,183629.3504251158
333,109952.17767019244
1327,112101.44180165257
858,136604.1961628496
95,202614.47403834198
1568,178425.58015927268
2482,177311.27307591558
1364,170993.1957267154
2584,182845.22984007336
818,309865.98528666416
2673,159997.43332550922
2089,129019.35912309415
1297,177820.84165870142
790,133123.8993179512
2616,191068.12762895052
720,224909.61298769433
222,132891.8795282913
557,144814.1271815843
1148,191417.31202825345
2766,168475.10683324604
534,197243.6549763572
1452,129393.7350072652
630,118324.36760024914
2648,137832.86943763454
125,169930.77449848168
1904,74179.96973657359
1670,109389.96240231286
756,131530.51607705664
717,305170.063571012
1032,155995.99056672235
852,207024.18149432814
1731,194557.71972241218
2639,120274.40968976245
2071,116488.48353486099
1267,135799.031108669
1851,201989.4706731565
567,169459.1102891351
2439,208432.03766618657
1898,157846.08183353557
647,135949.8718495044
2256,207345.43966462644
979,94076.65628475984
1444,206053.97747779213
2485,130289.50540678072
157,130678.76768845847
88,132534.92600573762
2003,134023.15590429684
186,229175.85004392883
1425,260135.39331613458
2695,134559.22905721713
738,129893.97688723943
395,170493.46079514024
1353,180993.75770675356
1878,135842.44170474494
390,196126.21477406833
1456,236288.5020732901
1103,280594.12739905115
1387,156784.22224787463
2070,134843.06245538843
1199,202191.32745816928
2479,179942.76814344476
501,283348.2112575996
2362,94076.65628475984
1718,180345.3780176219
2188,74179.96973657359
1483,164139.68809368467
2557,118795.00852552078
437,288495.6217096626
2224,189554.77889950693
1628,191906.66511132199
397,132667.06762668115
587,194826.31776233995
2182,433282.4995076148
971,153744.23066854646
2611,154935.58445239018
1887,123876.76549556594
2399,288866.67954752455
2148,205846.23486990097
304,150463.37870028956
1997,133768.93284810492
2817,135273.8373653777
1431,179931.99243467615
427,282998.266435698
263,145242.47140864874
598,179822.89654412377
2895,234317.35793541867
687,178881.01713138763
1822,131803.17128450255
2191,112896.85402376774
179,153390.88657381877
1009,217497.29504709714
2010,133097.14127361722
1991,157125.8681164113
1411,140905.48610962147
1721,229133.97988234722
1144,182478.31531815158
593,221777.15112984064
575,234131.32919809877
1249,187279.72959138884
1604,130135.64052798916
1064,346998.8203035878
1923,156072.53848397144
1988,113973.34283294609
2325,176804.90945130173
114,192539.78660965656
2700,202440.80106369487
217,94076.65628475984
343,185057.1645153305
386,229753.785600641
2005,109594.26413027076
2908,113973.34283294609
1814,206936.70886055322
2446,373958.4538853655
208,159430.85718711003
1679,151552.34452543932
822,285654.09784454136
6,182149.595785604
1781,318722.36937495857
2397,261568.91159426837
2340,254741.9227913924
1618,177392.89580643224
2843,124378.27028116613
1061,300159.17803559394
2786,129393.7350072652
1935,131963.80036965173
1341,131366.9489532118
521,275480.9224517614
2136,150428.69277946057
996,183138.18136638185
227,155842.84978353756
135,153684.48137658878
1167,178505.04774803563
294,187831.1291237182
1776,202633.65316691782
540,193531.3383417989
1717,180345.3780176219
2303,128537.04655313636
116,180252.8163105591
127,133213.1376985896
1371,155368.70060446422
1014,188576.6792263063
1507,113973.34283294609
702,170697.62172966398
750,187447.61187148464
261,154060.62260025158
1559,107696.59729184161
577,215876.62885365947
2812,203777.51589808063
2080,158667.2336886533
1368,133870.02938113234
2376,129797.95634043336
659,127949.8389877863
1235,133570.0912211433
332,94076.65628475984
1917,150575.45423664473
2094,247338.08791679394
1460,238449.74191064807
1471,186964.6111255402
1509,132531.0140970254
1922,132820.48882378056
433,355757.0851095886
460,245466.32885188836
1116,257351.15584021586
1137,173634.65179361266
53,194637.89426171532
2354,218530.50800793647
1475,205346.4999383258
1761,411810.9026621517
842,149311.74156576072
2739,172517.63244046233
2509,189174.47675830414
1007,205748.13102058138
2610,184883.6315193741
1952,126306.08703717584
2719,183543.58437865894
2921,109952.17767019244
1966,136140.1565835298
292,113973.34283294609
1204,209200.6738841577
1829,218210.8980309928
2419,197042.26840537987
391,178272.5120300716
798,151702.1305279514
481,197557.39709023258
193,184321.1766299435
555,148954.78804320705
899,95379.13298717028
2357,202149.25729444652
328,130839.39677360762
1356,148680.7572493698
1154,129393.7350072652
1730,177561.6654499123
2249,166106.46396145696
1119,255753.61168178133
2856,136989.25673462372
1394,135478.05375965708
2587,143671.1330392522
61,289382.5997018524
2661,217246.2361567136
2711,150394.1341576275
1147,183285.58081991223
757,153090.03857610215
2623,117431.6666455867
2378,177886.0567391424
1413,152229.42025345104
1722,222566.03506735945
1112,216736.32718572422
1623,184580.12143150467
1201,187926.86397649438
1513,114865.43196539539
957,227766.3142736289
1171,249137.75248729956
1145,203841.55381394594
2726,219552.56195997575
703,173672.0904183882
760,94076.65628475984
1964,132534.92600573762
2512,195521.78403449853
159,171564.32136280127
1281,184528.45272358894
468,177957.7552046546
290,164425.25091172763
665,142503.54578898838
1463,240022.49255163802
1792,239862.65534333582
923,136693.43454348802
500,257825.02379063106
1408,113973.34283294609
331,94076.65628475984
170,119474.85902445065
2192,107783.67155082127
2571,261553.29130650638
2314,176658.10755996424
2647,129036.78148471151
422,322202.87808694935
2457,285545.97465105174
1838,202026.83217857656
2805,231042.34977556125
1645,179702.86167702527
1711,277084.0565370241
2825,220956.01723453298
322,301292.1936261197
2103,261904.07899963885
342,149611.67972574977
600,125988.3012010591
488,187292.47921432363
1725,260274.7023909745
2246,230979.94209324056
2847,158001.42753074275
806,233959.17255411565
530,212864.7447309235
963,184007.09453523633
2678,92046.1906962771
171,94076.65628475984
2401,322150.5032432369
805,210247.39359811245
2259,192793.52924979271
1748,189705.90451962868
1361,156200.43308811446
1677,151994.35795865316
1406,172920.7447485053
2322,210642.90375047192
688,184753.0201309046
143,137425.18926472307
804,203424.00325546018
1214,180708.41655045157
2828,165185.17594889007
1999,201390.09678704423
2467,199352.270195593
2665,201225.70556652208
1538,304232.54421405203
398,124917.44063339807
2822,134962.20995910268
2157,164139.68809368467
1856,164135.90723291962
1269,137508.00711962546
2570,132834.61479868862
2320,252063.40769996127
1517,154958.64773521962
2304,113973.34283294609
1312,127682.87528856462
2012,170952.71906217362
506,208192.85529537385
2865,199134.24456731204
2367,148149.555615158
554,161855.1855493411
238,134391.08432301675
1954,130033.8970187105
2488,171013.47855113968
2291,109952.17767019244
1969,124359.58542129457
2725,161971.14975448317
1482,164139.68809368467
2763,199986.74557155755
503,214215.37290754291
1584,224958.8008330448
1531,180247.25620849227
2210,190800.92841533938
459,260810.132674805
556,148954.78804320705
1347,171248.5363805658
1290,125966.98119074985
1388,113973.34283294609
1571,173925.76045370215
2754,199850.59285557477
765,134533.86573203825
2494,132249.36318769466
2870,147698.3693596333
7,221423.78379518766
1114,238257.6147177754
2418,274488.7000960707
291,94076.65628475984
18,292935.94970463647
39,297234.9849159558
1001,233464.6899636059
2442,218122.7551810413
616,132174.16016817052
2680,94076.65628475984
1414,135021.74738396792
289,139751.92483319517
40,256333.83830093787
860,145884.98774924537
409,168066.1768417752
673,135203.94584646437
2427,194530.80820494922
2036,182144.9373069417
2564,138035.95808139665
642,180580.87014146338
1008,183316.0785252759
1908,169375.71653163966
2519,217747.1625128847
1369,136988.622845439
2855,179249.34879764632
712,126996.6589580724
1943,94076.65628475984
1958,153181.21495128662
107,200997.02336330683
2295,166967.6296666605
704,113973.34283294609
676,133718.17885066033
259,182286.11095676193
93,276215.27969623206
106,228071.10558514457
2315,184622.1009814336
1050,129708.12937750711
1095,197659.28550010695
2709,151953.19763265798
758,153766.7159293186
1496,174319.7632061412
2370,151994.35795865316
2458,232917.68722141624
2733,137194.99361589013
161,230042.3040098179
726,199819.80006890444
845,204846.76500675065
947,264767.96488453634
2232,113973.34283294609
2563,156923.55826242958
2299,121372.42667655274
211,132277.5698306139
605,205253.04112239173
1478,217711.46716062934
2247,230979.94209324056
2274,198142.98345110458
2869,169890.80929687223
967,211068.20547239835
2656,94930.19776730835
667,244347.6327853428
1042,148149.555615158
2023,184945.42367969188
2447,320312.2738286025
2055,149509.64641527968
2275,267882.072525235
2204,175815.17892577857
1563,231729.5444906033
483,200670.40879287256
796,132695.55509088677
1526,158293.90843564403
2042,181099.96538004043
442,289690.71515453595
1693,281563.00812830054
1468,208727.50678942393
1430,186414.49322422882
2605,180813.55035265133
1529,195922.90446856525
335,135176.38207263488
1287,154009.7278093728
31,129709.85879737875
1785,246181.98291846717
82,177597.4693757715
2620,117178.57585444531
252,219410.46872694092
721,94076.65628475984
2165,181344.8478807722
2316,178419.5310686168
775,144599.9550680521
1558,122047.4371110225
17,220407.99608101192
1022,217375.83364838493
925,133891.75674614188
438,265437.91887292033
1270,138010.25066822444
1272,132302.90621607774
215,163032.91872635036
266,207297.62817124926
2402,230427.48782258792
1250,147955.31818005673
1984,131482.6507042493
1279,159801.90076495166
377,227601.45572411752
1252,133780.1881581858
2156,236749.09666551513
499,285974.8613387636
1374,133010.50171642465
2898,226321.11374141692
401,124917.44063339807
2721,169475.43183995027
2078,205311.58707564062
2589,132820.48882378056
1946,231150.96859163741
1334,152021.72254508504
2781,236276.52266760246
431,321335.6820656435
576,217425.9043425864
1474,203499.9940446698
2254,169714.0084342471
2155,282035.827842623
885,119362.94634850122
643,152824.26142873292
1944,145213.8390438474
480,200762.62600457028
2845,112447.86410973215
2387,276694.69466164755
2407,202597.95781466246
2527,175041.71121588064
2514,185036.46002702415
629,183557.95972060505
80,206116.92884287552
