Id,SalePrice
2658,135949.47711185354
2718,163020.41434118449
2414,220767.45370919435
1989,114703.64931552569
625,183618.3152996136
333,82636.45360519408
1327,100080.27841854596
858,146692.07373182644
95,176814.35160555044
1568,164060.70922757158
2482,154281.23160780853
1364,126166.32464359424
2584,151537.71666930802
818,265768.67856884375
2673,147897.80938602344
2089,128279.99327210424
1297,145479.0551302399
790,111176.17597325538
2616,185215.16929367048
720,187413.78421257474
222,159119.97430018193
557,114900.8595095455
1148,183014.812298189
2766,175980.9211385489
534,184063.9053195139
1452,129196.63874517792
630,120605.39693799106
2648,123278.18056440973
125,161392.58569791322
1904,47735.69999611785
1670,99412.48074454679
756,92816.57773751684
717,264351.6495087644
1032,159791.3505563603
852,215258.37762057706
1731,174110.0183289864
2639,117529.33134034385
2071,60811.21542887276
1267,115365.09517393418
1851,188243.37250423437
567,168170.36366536777
2439,207424.48656116283
1898,152125.47628783857
647,159623.11415757265
2256,215473.7097302708
979,95019.23739807532
1444,217260.19916620644
2485,123626.1474560267
157,135153.50425343757
88,120887.19630633913
2003,105750.18707198312
186,201851.12829414156
1425,250492.0367949217
2695,126225.40150444506
738,103227.73395298839
395,161593.02885685902
1353,152996.19846640594
1878,129046.83550314751
390,157080.84550749502
1456,233777.94894563878
1103,324784.0333326011
1387,146699.4486883027
2070,143736.82911407624
1199,161190.8221679435
2479,178589.3139920682
501,324634.6787953699
2362,94553.49649838792
1718,223942.30418801802
2188,107770.51635786208
1483,166888.99620005506
2557,88475.66341178303
437,358558.48026790447
2224,216794.11065415188
1628,167891.1088272175
397,136553.2962611787
587,191689.2902234545
2182,540817.9982617482
971,141924.22712729432
2611,141593.9386933213
1887,94544.55700436412
2399,377184.4231816126
2148,194252.89537676662
304,133836.536682011
1997,138631.69692224017
2817,95950.96887057116
1431,197918.09270330222
427,338589.288386813
263,118337.74084926915
598,179999.48147566483
2895,233169.0811800959
687,140065.73391794178
1822,133574.91998536125
2191,96091.22504385743
179,109698.55183062321
1009,238915.6124438578
2010,127537.78274105539
1991,136073.12300561555
1411,199670.20848102006
1721,225219.26707036205
1144,192050.28105821865
593,214841.97344223887
575,296737.16661285155
1249,160055.44954755934
1604,122921.83608471914
1064,465645.8966139696
1923,152726.05854141348
1988,116003.1945999859
2325,167673.1036292728
114,198790.5629504456
2700,172190.61590501317
217,83340.24315575209
343,183161.4080905791
386,220064.08573442927
2005,119113.150024359
2908,125048.64254721368
1814,240623.60625124854
2446,496520.2038761701
208,130053.67841735667
1679,92565.99853106003
822,321534.01663067914
6,191185.63716661453
1781,387186.97428306914
2397,315391.0187575263
2340,304430.3027367668
1618,162291.6018454367
2843,146833.27624936012
1061,364144.21523933526
2786,130088.10639670493
1935,136361.03606117805
1341,113292.68299993224
521,264162.5267087227
2136,133310.68456555723
996,205651.28665243398
227,129903.15061828474
135,169271.22646182467
1167,153299.0534752205
294,224224.31059202168
1776,202791.6401798993
540,174218.13970487425
1717,231931.7590354474
2303,133624.2443519783
116,189127.04540674848
127,146449.87111889833
1371,129009.02986898235
1014,150745.05979991597
1507,127906.7262188484
702,131639.062440272
750,150955.6272148754
261,140872.27407943117
1559,62670.50246562957
577,226363.46214815328
2812,193764.95707048968
2080,157241.4382491316
1368,117827.95996008323
2376,125569.40156221479
659,129219.7457713536
1235,133618.9671361223
332,74409.02478970725
1917,144499.84450553235
2094,247768.1688253813
1460,254348.6598373051
1471,216565.39861511136
1509,118752.14537129457
1922,130270.09465893763
433,442252.176526753
460,259551.39031895838
1116,241669.92834348365
1137,166523.29571968957
53,165288.76722684043
2354,266019.97039623646
1475,192468.32501183386
1761,510421.89950137516
842,129426.73787895369
2739,176475.98936266568
2509,157216.09296232444
1007,202207.55312257644
2610,193222.53173529447
1952,96646.63909709465
2719,163715.95057343357
2921,77342.9484976797
1966,153344.96234101674
292,97962.84658383664
1204,185192.9696273421
1829,262199.2307516475
2419,193824.3302041185
391,151072.42663148404
798,108105.87226026956
481,202027.31103634465
193,187850.13613009677
555,117584.41324279502
899,43406.79588198649
2357,183977.07312353127
328,133979.442716757
1356,112534.22854628167
1154,106607.49725866182
1730,190473.42236366787
2249,171670.41787211472
1119,289444.5710397769
2856,145758.15511812444
1394,117410.45850760778
2587,102452.51788575434
61,319545.5032147987
2661,170955.29478548313
2711,126603.80741691554
1147,181758.60095119505
757,123252.33208239604
2623,98694.46992970025
2378,133358.74614664007
1413,147081.09623506718
1722,217523.53312467382
1112,215952.62194443058
1623,190441.3236137174
1201,200556.05762844463
1513,110044.40743212836
957,380891.22400889976
1171,245778.58158525353
1145,196745.91219394607
2726,216876.17978708123
703,154506.66486838477
760,110724.65094535166
1964,162808.07038409373
2512,182657.10342263643
159,145308.7111076846
1281,164647.2190728389
468,192045.50941145857
290,133492.8149932934
665,106372.58169126723
1463,249697.9721595211
1792,232147.51636699506
923,155532.10148635512
500,292176.11281939433
1408,116795.79745717472
331,83962.12988119599
170,131840.8657767693
2192,100241.17315529536
2571,285771.10517524026
2314,168953.46522519444
2647,90221.59937546693
422,428557.01730449696
2457,352725.4943292961
1838,188089.97071911462
2805,253935.16888068354
1645,158412.40329339253
1711,309057.8268789986
2825,240907.2974482411
322,337237.09016822855
2103,268723.93207178114
342,120856.20389503412
600,125441.13000945785
488,168881.4646684174
1725,282174.0269063598
2246,293928.09326772037
2847,141541.3115022323
806,237468.311595517
530,228544.09654353128
963,195794.75282595961
2678,100452.25557149916
171,86818.76754811991
2401,433757.9715999976
805,225807.67547513932
2259,262878.81333154306
1748,183159.1155301649
1361,143896.80460762428
1677,108119.66340891743
1406,169444.49850743645
2322,252476.29022524715
688,144388.06849805228
143,134408.78516692977
804,210689.05537375278
1214,162490.69634950891
2828,142084.8607715188
1999,206496.62072580954
2467,200051.86639469763
2665,156181.14190518536
1538,369720.4612697496
398,108685.4639812939
2822,139797.87489790536
2157,155021.08692573805
1856,195079.5467918152
1269,83876.29091973396
2570,105411.91031557544
2320,238162.81007733083
1517,133047.87078889075
2304,119409.91364553566
1312,93793.69723109741
2012,120930.41275060785
506,245849.39519319704
2865,221627.17099395458
2367,100603.54963221062
554,85103.32333646214
238,134811.31752952244
1954,104114.22365463413
2488,112812.92513969546
2291,69360.01765817814
1969,115154.15429302905
2725,161391.049056572
1482,162814.90696508542
2763,202739.93312846107
503,254116.727423419
1584,248565.64187502462
1531,142184.6406507237
2210,181845.220368246
459,301188.57682883076
556,122882.69754614457
1347,131270.6070970748
1290,74906.05023852694
1388,94259.3263432667
1571,300081.99835821055
2754,213725.35803992665
765,131344.8753701782
2494,127065.88773981069
2870,231536.00251488952
7,233263.28941663704
1114,250261.0052980223
2418,281941.85561244347
291,151298.79466873707
18,381401.03932800365
39,392323.0814243058
1001,257978.7994270516
2442,230490.71024527744
616,127374.67054923883
2680,78861.96134893106
1414,126428.5806806738
289,153772.82653468612
40,267781.72029636626
860,138820.52155213588
409,128037.54346372435
673,149677.04991445428
2427,181349.94607510936
2036,221451.11653735963
2564,131395.79754292063
642,161065.83519918317
1008,178649.21549007122
1908,146509.21170183748
2519,208019.5325621758
1369,93714.0751179875
2855,169706.95925330697
712,105583.03561663962
1943,102517.84875068239
1958,121139.85712153063
107,180918.31147518885
2295,211355.58204515348
704,96549.48234805906
676,138099.3954846963
259,174265.41263135758
93,287690.70315327146
106,238845.77887134807
2315,176370.17513656247
1050,97024.581015894
1095,213977.09392560218
2709,149701.79815217666
758,173736.35423944355
1496,157233.26347055263
2370,112448.65425254343
2458,291473.1051835068
2733,137227.70207658067
161,280570.90359065996
726,127423.18131071728
845,209704.8524558304
947,262169.62801759964
2232,98786.25369648545
2563,134758.46272100462
2299,132813.9364734251
211,76791.21544775246
605,158191.16019774062
1478,200394.97689220717
2247,281993.24623368075
2274,234237.91805149472
2869,223825.39721201645
967,212506.2695101877
2656,110115.52142007233
667,207382.03857697378
1042,111773.61901028448
2023,148125.49399925073
2447,384100.858142719
2055,134808.67428496174
2275,298322.99857681454
2204,180669.5395642956
1563,273616.66838880564
483,224618.3813376829
796,125676.8383434667
1526,161098.76903926366
2042,124948.90411332685
442,346927.5436657579
1693,329876.65529724106
1468,219263.0411886071
1430,198376.79954871186
2605,164372.52446383567
1529,202433.7902228249
335,138346.16450889292
1287,118173.7390292054
31,92659.15902140219
1785,331384.97863034054
